locus_tag	ftype	length_bp	gene	EC_number	COG	product
DOEPCFOF_02482	CDS	1305	aarA	2.3.3.16		Citrate synthase
DOEPCFOF_02483	CDS	1431	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
DOEPCFOF_02484	CDS	588	azoR_2	1.7.-.-		FMN-dependent NADH-azoreductase
DOEPCFOF_02485	CDS	1677	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
DOEPCFOF_02486	CDS	387				hypothetical protein
DOEPCFOF_02487	CDS	234				hypothetical protein
DOEPCFOF_02488	CDS	2283				hypothetical protein
DOEPCFOF_02489	CDS	942				hypothetical protein
DOEPCFOF_02490	CDS	435				hypothetical protein
DOEPCFOF_02491	CDS	225				hypothetical protein
DOEPCFOF_02492	CDS	771	lexA	3.4.21.88	COG1974	LexA repressor
DOEPCFOF_02493	CDS	1212	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
DOEPCFOF_02494	CDS	93				hypothetical protein
DOEPCFOF_02495	CDS	195				hypothetical protein
DOEPCFOF_02496	CDS	624	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
DOEPCFOF_02497	CDS	1134	hmo	1.1.3.46		4-hydroxymandelate oxidase
DOEPCFOF_02498	CDS	1338	ctpA_1	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
DOEPCFOF_02499	CDS	756	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
DOEPCFOF_02500	CDS	2721				hypothetical protein
DOEPCFOF_02501	CDS	165				hypothetical protein
DOEPCFOF_02502	CDS	1257	yhjX_2			putative MFS-type transporter YhjX
DOEPCFOF_02503	CDS	1416	amiD	3.5.1.4	COG0154	Putative amidase AmiD
DOEPCFOF_02504	CDS	594				hypothetical protein
DOEPCFOF_02505	CDS	432	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
DOEPCFOF_02506	CDS	822	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
DOEPCFOF_02507	CDS	1014	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
DOEPCFOF_02508	CDS	1899	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
DOEPCFOF_02509	CDS	756	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
DOEPCFOF_02510	CDS	387				hypothetical protein
DOEPCFOF_02511	CDS	1632	pyrG	6.3.4.2	COG0504	CTP synthase
DOEPCFOF_02512	CDS	663				hypothetical protein
DOEPCFOF_02513	CDS	1377	sasA_17	2.7.-.-		Adaptive-response sensory-kinase SasA
DOEPCFOF_02514	CDS	675	qseB_3			Transcriptional regulatory protein QseB
DOEPCFOF_02515	CDS	327				hypothetical protein
DOEPCFOF_02516	CDS	873	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
DOEPCFOF_02517	CDS	1212				hypothetical protein
DOEPCFOF_02518	CDS	867				hypothetical protein
DOEPCFOF_02519	CDS	474	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
DOEPCFOF_02520	CDS	978	vgb_1	4.2.99.-		Virginiamycin B lyase
DOEPCFOF_02521	CDS	1284	eno	4.2.1.11		Enolase
DOEPCFOF_02522	CDS	1134				hypothetical protein
DOEPCFOF_02523	CDS	738		1.-.-.-		putative oxidoreductase
DOEPCFOF_02524	CDS	945			COG3039	IS5 family transposase IS4811
DOEPCFOF_02525	CDS	999				hypothetical protein
DOEPCFOF_02526	CDS	552	chrR_1	1.6.5.2	COG0431	Quinone reductase
DOEPCFOF_02527	CDS	318				hypothetical protein
DOEPCFOF_02528	CDS	960				hypothetical protein
DOEPCFOF_02529	CDS	1518	acoD	1.2.1.3	COG1012	Acetaldehyde dehydrogenase 2
DOEPCFOF_02530	CDS	1380	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
DOEPCFOF_02531	CDS	1023	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
DOEPCFOF_02532	CDS	1383	dxs_2	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
DOEPCFOF_02533	CDS	303				hypothetical protein
DOEPCFOF_02534	CDS	453	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
DOEPCFOF_02535	CDS	1356	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
DOEPCFOF_02536	CDS	234				hypothetical protein
DOEPCFOF_02537	CDS	1422	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
DOEPCFOF_02538	CDS	1242	thrC_1	4.2.3.1	COG0498	Threonine synthase
DOEPCFOF_02539	CDS	972				hypothetical protein
DOEPCFOF_02540	CDS	387	todT_6		COG4566	Response regulator protein TodT
DOEPCFOF_02541	CDS	672	tmoT_4			Response regulator protein TmoT
DOEPCFOF_02542	CDS	1983	sasA_18	2.7.-.-		Adaptive-response sensory-kinase SasA
DOEPCFOF_02543	CDS	210				hypothetical protein
DOEPCFOF_02544	CDS	396				hypothetical protein
DOEPCFOF_02545	CDS	189				hypothetical protein
DOEPCFOF_02546	CDS	363				hypothetical protein
DOEPCFOF_02547	CDS	2187				hypothetical protein
DOEPCFOF_02548	CDS	1824				hypothetical protein
DOEPCFOF_02549	CDS	177				hypothetical protein
DOEPCFOF_02550	CDS	249				hypothetical protein
DOEPCFOF_02551	CDS	258				hypothetical protein
DOEPCFOF_02552	CDS	399				hypothetical protein
DOEPCFOF_02553	CDS	195				hypothetical protein
DOEPCFOF_02554	CDS	1725	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
DOEPCFOF_02555	CDS	828				hypothetical protein
DOEPCFOF_02556	CDS	798	xthA_2	3.1.11.2	COG0708	Exodeoxyribonuclease III
DOEPCFOF_02557	CDS	2331	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
DOEPCFOF_02558	CDS	171				hypothetical protein
DOEPCFOF_02559	CDS	330	erpA_1		COG0316	Iron-sulfur cluster insertion protein ErpA
DOEPCFOF_02560	CDS	1197				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
DOEPCFOF_02561	CDS	1791	argS	6.1.1.19		Arginine--tRNA ligase
DOEPCFOF_02562	CDS	1602				hypothetical protein
DOEPCFOF_02563	CDS	1029	nagZ_1	3.2.1.52	COG1472	Beta-hexosaminidase
DOEPCFOF_02564	CDS	840	scpA		COG1354	Segregation and condensation protein A
DOEPCFOF_02565	CDS	753	scpB			Segregation and condensation protein B
DOEPCFOF_02566	CDS	237	tatA		COG1826	Sec-independent protein translocase protein TatA
DOEPCFOF_02567	CDS	531	tatB			Sec-independent protein translocase protein TatB
DOEPCFOF_02568	CDS	813	tatC		COG0805	Sec-independent protein translocase protein TatC
DOEPCFOF_02569	CDS	1332	serS	6.1.1.11	COG0172	Serine--tRNA ligase
DOEPCFOF_02570	CDS	363				hypothetical protein
DOEPCFOF_02571	CDS	768	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
DOEPCFOF_02572	CDS	372	pdtaR_1		COG3707	putative transcriptional regulatory protein pdtaR
DOEPCFOF_02573	CDS	651	pcm_1	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
DOEPCFOF_02574	CDS	1386				hypothetical protein
DOEPCFOF_02575	CDS	996	pkn1_1	2.7.11.1	COG0515	Serine/threonine-protein kinase pkn1
DOEPCFOF_02576	CDS	1779				hypothetical protein
DOEPCFOF_02577	CDS	1038				hypothetical protein
DOEPCFOF_02578	CDS	1431				hypothetical protein
DOEPCFOF_02579	CDS	1086				hypothetical protein
DOEPCFOF_02580	CDS	993				hypothetical protein
DOEPCFOF_02581	CDS	357	yajC		COG1862	Sec translocon accessory complex subunit YajC
DOEPCFOF_02582	CDS	1605	secD		COG0342	Protein translocase subunit SecD
DOEPCFOF_02583	CDS	1020	secF			Protein translocase subunit SecF
DOEPCFOF_02584	CDS	384				hypothetical protein
DOEPCFOF_02585	CDS	861				hypothetical protein
DOEPCFOF_02586	CDS	1224	tdcB_1	4.3.1.19	COG1171	L-threonine ammonia-lyase
DOEPCFOF_02587	CDS	1179	csd_1	2.8.1.7		putative cysteine desulfurase
DOEPCFOF_02588	CDS	999	hdfR_2			HTH-type transcriptional regulator HdfR
DOEPCFOF_02589	CDS	1194	smtB_3	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
DOEPCFOF_02590	CDS	942	yngG_2	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
DOEPCFOF_02591	CDS	1332	ttuB_1			Putative tartrate transporter
DOEPCFOF_02592	CDS	474				hypothetical protein
DOEPCFOF_02593	CDS	576				hypothetical protein
DOEPCFOF_02594	CDS	1095				hypothetical protein
DOEPCFOF_02595	CDS	1428	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
DOEPCFOF_02596	CDS	153				hypothetical protein
DOEPCFOF_02597	CDS	327				hypothetical protein
DOEPCFOF_02598	CDS	825				hypothetical protein
DOEPCFOF_02599	CDS	909				hypothetical protein
DOEPCFOF_02600	CDS	402				hypothetical protein
DOEPCFOF_02601	CDS	276				hypothetical protein
DOEPCFOF_02602	CDS	936				hypothetical protein
DOEPCFOF_02603	CDS	399				hypothetical protein
DOEPCFOF_02604	CDS	276				hypothetical protein
DOEPCFOF_02605	CDS	516				hypothetical protein
DOEPCFOF_02606	CDS	411				hypothetical protein
DOEPCFOF_02607	CDS	498				hypothetical protein
DOEPCFOF_02608	CDS	1608		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
DOEPCFOF_02609	CDS	861				hypothetical protein
DOEPCFOF_02610	CDS	2064				hypothetical protein
DOEPCFOF_02611	CDS	567				hypothetical protein
DOEPCFOF_02612	CDS	954	vgb_2	4.2.99.-		Virginiamycin B lyase
DOEPCFOF_02613	CDS	927	rihA	3.2.-.-		Pyrimidine-specific ribonucleoside hydrolase RihA
DOEPCFOF_02614	CDS	645		3.1.3.5	COG0546	5'-nucleotidase
DOEPCFOF_02615	CDS	564				hypothetical protein
DOEPCFOF_02616	CDS	2976	uvrA_1		COG0178	UvrABC system protein A
DOEPCFOF_02617	CDS	753				hypothetical protein
DOEPCFOF_02618	CDS	690				hypothetical protein
DOEPCFOF_02619	CDS	762				hypothetical protein
DOEPCFOF_02620	CDS	498	ssb		COG0629	Single-stranded DNA-binding protein
DOEPCFOF_02621	CDS	399				hypothetical protein
DOEPCFOF_02622	CDS	2739	gyrA	5.99.1.3	COG0188	DNA gyrase subunit A
DOEPCFOF_02623	CDS	1854	kup_3			Low affinity potassium transport system protein kup
DOEPCFOF_02624	CDS	258				hypothetical protein
DOEPCFOF_02625	CDS	498	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
DOEPCFOF_02626	CDS	588				hypothetical protein
DOEPCFOF_02627	CDS	411				hypothetical protein
DOEPCFOF_02628	CDS	465				hypothetical protein
DOEPCFOF_02629	CDS	1074	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
DOEPCFOF_02630	CDS	1026	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
DOEPCFOF_02631	CDS	603				hypothetical protein
DOEPCFOF_02632	CDS	747				hypothetical protein
DOEPCFOF_02633	CDS	1209				hypothetical protein
DOEPCFOF_02634	CDS	1134	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
DOEPCFOF_02635	CDS	219				hypothetical protein
DOEPCFOF_02636	CDS	990	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
DOEPCFOF_02637	CDS	243				hypothetical protein
DOEPCFOF_02638	CDS	1428				hypothetical protein
DOEPCFOF_02639	CDS	876	ribN_2			Riboflavin transporter
DOEPCFOF_02640	CDS	399				hypothetical protein
DOEPCFOF_02641	CDS	546				hypothetical protein
DOEPCFOF_02642	CDS	351				hypothetical protein
DOEPCFOF_02643	CDS	588	fmt_1	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
DOEPCFOF_02644	CDS	285				hypothetical protein
DOEPCFOF_02645	CDS	237				hypothetical protein
DOEPCFOF_02646	CDS	303				hypothetical protein
DOEPCFOF_02647	CDS	213				hypothetical protein
DOEPCFOF_02648	CDS	2046	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
DOEPCFOF_02649	CDS	225				hypothetical protein
DOEPCFOF_02650	CDS	222				hypothetical protein
DOEPCFOF_02651	CDS	1086	ydiK_2		COG0628	Putative transport protein YdiK
DOEPCFOF_02652	CDS	393				hypothetical protein
DOEPCFOF_02653	CDS	285				hypothetical protein
DOEPCFOF_02654	CDS	240				hypothetical protein
DOEPCFOF_02655	CDS	3276	mfd_1	3.6.4.-		Transcription-repair-coupling factor
DOEPCFOF_02656	CDS	705				hypothetical protein
DOEPCFOF_02657	CDS	180				hypothetical protein
DOEPCFOF_02658	CDS	186				hypothetical protein
DOEPCFOF_02659	CDS	141				hypothetical protein
DOEPCFOF_02660	CDS	234				hypothetical protein
DOEPCFOF_02661	CDS	171				hypothetical protein
DOEPCFOF_02662	CDS	219				hypothetical protein
DOEPCFOF_02663	CDS	198				hypothetical protein
DOEPCFOF_02664	tRNA	76				tRNA-Lys(ttt)
DOEPCFOF_02665	CDS	2664				hypothetical protein
DOEPCFOF_02666	CDS	597				hypothetical protein
DOEPCFOF_02667	CDS	1695				hypothetical protein
DOEPCFOF_02668	CDS	381				hypothetical protein
DOEPCFOF_02669	CDS	1380				hypothetical protein
DOEPCFOF_02670	CDS	1356	glmU		COG1207	Bifunctional protein GlmU
DOEPCFOF_02671	CDS	183				hypothetical protein
DOEPCFOF_02672	CDS	219				hypothetical protein
DOEPCFOF_02673	CDS	1827	nodM_3	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
DOEPCFOF_02674	CDS	768				hypothetical protein
DOEPCFOF_02675	CDS	858				hypothetical protein
DOEPCFOF_02676	CDS	522				hypothetical protein
DOEPCFOF_02677	CDS	390				hypothetical protein
DOEPCFOF_02678	CDS	831				hypothetical protein
DOEPCFOF_02679	CDS	930	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
DOEPCFOF_02680	CDS	1704				hypothetical protein
DOEPCFOF_02681	CDS	2127	recG	3.6.4.12		ATP-dependent DNA helicase RecG
DOEPCFOF_02682	CDS	291				hypothetical protein
DOEPCFOF_02683	CDS	3519	mfd_2	3.6.4.-	COG1197	Transcription-repair-coupling factor
DOEPCFOF_02684	CDS	1425				hypothetical protein
DOEPCFOF_02685	CDS	1224				hypothetical protein
DOEPCFOF_02686	CDS	1548				hypothetical protein
DOEPCFOF_02687	CDS	1827				hypothetical protein
DOEPCFOF_02688	CDS	819				hypothetical protein
DOEPCFOF_02689	CDS	333	hspQ			Heat shock protein HspQ
DOEPCFOF_02690	CDS	954				hypothetical protein
DOEPCFOF_02691	CDS	1185	ubiI	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
DOEPCFOF_02692	CDS	768	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
DOEPCFOF_02693	CDS	735				hypothetical protein
DOEPCFOF_02694	CDS	975	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
DOEPCFOF_02695	CDS	1683	metG_1	6.1.1.10	COG0073	Methionine--tRNA ligase
DOEPCFOF_02696	CDS	1191	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
DOEPCFOF_02697	CDS	642				hypothetical protein
DOEPCFOF_02698	CDS	1170	ycf3_1			Photosystem I assembly protein Ycf3
DOEPCFOF_02699	CDS	948				hypothetical protein
DOEPCFOF_02700	CDS	420				hypothetical protein
DOEPCFOF_02701	CDS	1320	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
DOEPCFOF_02702	CDS	564				hypothetical protein
DOEPCFOF_02703	CDS	258				hypothetical protein
DOEPCFOF_02704	CDS	591	pdtaR_2		COG3707	putative transcriptional regulatory protein pdtaR
DOEPCFOF_02705	CDS	1164	nrtA_2		COG0715	Nitrate transport protein NrtA
DOEPCFOF_02706	CDS	1833	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
DOEPCFOF_02707	CDS	1608	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
DOEPCFOF_02708	CDS	153				hypothetical protein
DOEPCFOF_02709	CDS	771				hypothetical protein
DOEPCFOF_02710	CDS	1038	ybgK_1		COG1984	putative protein YbgK
DOEPCFOF_02711	CDS	732	kipI		COG2049	Kinase A inhibitor
DOEPCFOF_02712	CDS	699	proA_2	4.1.3.16		4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase
DOEPCFOF_02713	CDS	405				hypothetical protein
DOEPCFOF_02714	CDS	357				hypothetical protein
DOEPCFOF_02715	CDS	879				hypothetical protein
DOEPCFOF_02716	CDS	783	pheC_1			Cyclohexadienyl dehydratase
DOEPCFOF_02717	CDS	498				hypothetical protein
DOEPCFOF_02718	CDS	498				hypothetical protein
DOEPCFOF_02719	CDS	990	ghrB_3	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
DOEPCFOF_02720	CDS	1101	sugC_4	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
DOEPCFOF_02721	CDS	912	ycjP_3		COG0395	Inner membrane ABC transporter permease protein YcjP
DOEPCFOF_02722	CDS	939	lacF_3			Lactose transport system permease protein LacF
DOEPCFOF_02723	CDS	1341				hypothetical protein
DOEPCFOF_02724	CDS	786				hypothetical protein
DOEPCFOF_02725	CDS	378				hypothetical protein
DOEPCFOF_02726	CDS	192				hypothetical protein
DOEPCFOF_02727	CDS	204				hypothetical protein
DOEPCFOF_02728	CDS	987	glk	2.7.1.2	COG0837	Glucokinase
DOEPCFOF_02729	CDS	627	pncA_1	3.5.1.19	COG1335	Nicotinamidase
DOEPCFOF_02730	CDS	1116	phaC_2	2.3.1.-		Poly(3-hydroxyalkanoate) polymerase subunit PhaC
DOEPCFOF_02731	CDS	2034	nadE_2	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
DOEPCFOF_02732	CDS	816				hypothetical protein
DOEPCFOF_02733	CDS	1638	hbpA_2		COG0747	Heme-binding protein A
DOEPCFOF_02734	CDS	984	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
DOEPCFOF_02735	CDS	993	btuD_9	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
DOEPCFOF_02736	CDS	930	gsiC_5		COG0601	Glutathione transport system permease protein GsiC
DOEPCFOF_02737	CDS	861	gsiD_5		COG1173	Glutathione transport system permease protein GsiD
DOEPCFOF_02738	CDS	1458				hypothetical protein
DOEPCFOF_02739	CDS	2247				hypothetical protein
DOEPCFOF_02740	CDS	870			COG3324	Putative glyoxylase CFP32
DOEPCFOF_02741	CDS	1851	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
DOEPCFOF_02742	CDS	324				hypothetical protein
DOEPCFOF_02743	tRNA	90				tRNA-Ser(tga)
DOEPCFOF_02744	CDS	1230	intA		COG0582	Prophage integrase IntA
DOEPCFOF_02745	CDS	570	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
DOEPCFOF_02746	CDS	930	gcvA_1			Glycine cleavage system transcriptional activator
DOEPCFOF_02747	CDS	1212				hypothetical protein
DOEPCFOF_02748	CDS	762	ygfF_1	1.-.-.-		putative oxidoreductase YgfF
DOEPCFOF_02749	CDS	651				hypothetical protein
DOEPCFOF_02750	CDS	255				hypothetical protein
DOEPCFOF_02751	CDS	693				hypothetical protein
DOEPCFOF_02752	CDS	378				hypothetical protein
DOEPCFOF_02753	CDS	309				hypothetical protein
DOEPCFOF_02754	CDS	498				hypothetical protein
DOEPCFOF_02755	CDS	354				IS1182 family transposase ISMno9
DOEPCFOF_02756	CDS	1002				IS1182 family transposase ISShsp2
DOEPCFOF_02757	CDS	219				hypothetical protein
DOEPCFOF_02758	CDS	477				hypothetical protein
DOEPCFOF_02759	CDS	252				hypothetical protein
DOEPCFOF_02760	CDS	303				hypothetical protein
DOEPCFOF_02761	CDS	258				hypothetical protein
DOEPCFOF_02762	CDS	246				hypothetical protein
DOEPCFOF_02763	CDS	378				hypothetical protein
DOEPCFOF_02764	CDS	543				hypothetical protein
DOEPCFOF_02765	CDS	498				IS110 family transposase ISCc4
DOEPCFOF_02766	CDS	330				hypothetical protein
DOEPCFOF_02767	CDS	996			COG4307	putative protein
DOEPCFOF_02768	CDS	210	cspA_4		COG1278	Cold shock protein CspA
DOEPCFOF_02769	CDS	240				hypothetical protein
DOEPCFOF_02770	CDS	207				hypothetical protein
DOEPCFOF_02771	CDS	231				hypothetical protein
DOEPCFOF_02772	CDS	312				hypothetical protein
DOEPCFOF_02773	CDS	2178				hypothetical protein
DOEPCFOF_02774	CDS	258				hypothetical protein
DOEPCFOF_02775	CDS	168				hypothetical protein
DOEPCFOF_02776	CDS	183				hypothetical protein
DOEPCFOF_02777	CDS	201				hypothetical protein
DOEPCFOF_02778	CDS	357	cpdR_1			Response regulator receiver protein CpdR
DOEPCFOF_02779	CDS	291				hypothetical protein
DOEPCFOF_02780	CDS	105				hypothetical protein
DOEPCFOF_02781	CDS	420				hypothetical protein
DOEPCFOF_02782	CDS	1683	polX_1		COG1387	DNA polymerase/3'-5' exonuclease PolX
DOEPCFOF_02783	CDS	486				hypothetical protein
DOEPCFOF_02784	CDS	1815	ligD_2		COG1793	Multifunctional non-homologous end joining protein LigD
DOEPCFOF_02785	CDS	498				hypothetical protein
DOEPCFOF_02786	CDS	306				hypothetical protein
DOEPCFOF_02787	CDS	1245				hypothetical protein
DOEPCFOF_02788	tRNA	74				tRNA-Gly(tcc)
DOEPCFOF_02789	CDS	204				hypothetical protein
DOEPCFOF_02790	CDS	180				hypothetical protein
DOEPCFOF_02791	CDS	381				hypothetical protein
DOEPCFOF_02792	CDS	591				hypothetical protein
DOEPCFOF_02793	CDS	2058	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
DOEPCFOF_02794	CDS	1248	hutI_1	3.5.2.7		Imidazolonepropionase
DOEPCFOF_02795	CDS	504				hypothetical protein
DOEPCFOF_02796	CDS	1356	naiP_1			Putative niacin/nicotinamide transporter NaiP
DOEPCFOF_02797	CDS	924	leuO_1			HTH-type transcriptional regulator LeuO
DOEPCFOF_02798	CDS	1032	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
DOEPCFOF_02799	CDS	828	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
DOEPCFOF_02800	tRNA	86				tRNA-Tyr(gta)
DOEPCFOF_02801	CDS	483				hypothetical protein
DOEPCFOF_02802	CDS	486				hypothetical protein
DOEPCFOF_02803	CDS	477				hypothetical protein
DOEPCFOF_02804	tRNA	75				tRNA-Thr(tgt)
DOEPCFOF_02805	CDS	3114	swrC		COG0841	Swarming motility protein SwrC
DOEPCFOF_02806	CDS	1104	mdtA_9			Multidrug resistance protein MdtA
DOEPCFOF_02807	CDS	516				hypothetical protein
DOEPCFOF_02808	CDS	291				hypothetical protein
DOEPCFOF_02809	CDS	294				hypothetical protein
DOEPCFOF_02810	CDS	945				hypothetical protein
DOEPCFOF_02811	CDS	342				hypothetical protein
DOEPCFOF_02812	CDS	1770	ndhB	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
DOEPCFOF_02813	CDS	420				hypothetical protein
DOEPCFOF_02814	CDS	687				hypothetical protein
DOEPCFOF_02815	CDS	762				hypothetical protein
DOEPCFOF_02816	CDS	90				hypothetical protein
DOEPCFOF_02817	CDS	1698				hypothetical protein
DOEPCFOF_02818	CDS	219				hypothetical protein
DOEPCFOF_02819	CDS	234				hypothetical protein
DOEPCFOF_02820	CDS	384				hypothetical protein
DOEPCFOF_02821	CDS	108				hypothetical protein
DOEPCFOF_02822	CDS	255				hypothetical protein
DOEPCFOF_02823	CDS	243				hypothetical protein
DOEPCFOF_02824	CDS	708				hypothetical protein
DOEPCFOF_02825	CDS	423				hypothetical protein
DOEPCFOF_02826	CDS	369				hypothetical protein
DOEPCFOF_02827	CDS	543				hypothetical protein
DOEPCFOF_02828	CDS	1386	dap_2	3.4.11.19		D-aminopeptidase
DOEPCFOF_02829	CDS	1569				hypothetical protein
DOEPCFOF_02830	CDS	780	NADK	2.7.1.23	COG0061	NAD kinase
DOEPCFOF_02831	CDS	582				hypothetical protein
DOEPCFOF_02832	CDS	255				hypothetical protein
DOEPCFOF_02833	CDS	564				hypothetical protein
DOEPCFOF_02834	CDS	546	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
DOEPCFOF_02835	CDS	579				hypothetical protein
DOEPCFOF_02836	CDS	1176				hypothetical protein
DOEPCFOF_02837	CDS	1053				hypothetical protein
DOEPCFOF_02838	CDS	423	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
DOEPCFOF_02839	CDS	693	folE_2	3.5.4.16	COG0302	GTP cyclohydrolase 1
DOEPCFOF_02840	CDS	456				hypothetical protein
DOEPCFOF_02841	CDS	909				hypothetical protein
DOEPCFOF_02842	CDS	339	yidD			Putative membrane protein insertion efficiency factor
DOEPCFOF_02843	CDS	219				hypothetical protein
DOEPCFOF_02844	CDS	957	ophA1	1.-.-.-		Phthalate dioxygenase reductase
DOEPCFOF_02845	CDS	522				hypothetical protein
DOEPCFOF_02846	CDS	1314	yhjE_1			Inner membrane metabolite transport protein YhjE
DOEPCFOF_02847	CDS	558				hypothetical protein
DOEPCFOF_02848	CDS	1197				hypothetical protein
DOEPCFOF_02849	CDS	1368	steT		COG0531	Serine/threonine exchanger SteT
DOEPCFOF_02850	CDS	1353				hypothetical protein
DOEPCFOF_02851	CDS	327				hypothetical protein
DOEPCFOF_02852	CDS	372				hypothetical protein
DOEPCFOF_02853	CDS	1170	ydhP_2		COG2814	Inner membrane transport protein YdhP
DOEPCFOF_02854	CDS	2043	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
DOEPCFOF_02855	CDS	564	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
DOEPCFOF_02856	CDS	1269			COG1680	putative protein
DOEPCFOF_02857	CDS	2463				hypothetical protein
DOEPCFOF_02858	CDS	864				hypothetical protein
DOEPCFOF_02859	CDS	993				Zinc-type alcohol dehydrogenase-like protein
DOEPCFOF_02860	CDS	243				hypothetical protein
DOEPCFOF_02861	CDS	1071				hypothetical protein
DOEPCFOF_02862	CDS	1029			COG1752	putative NTE family protein
DOEPCFOF_02863	CDS	429	guaB_3	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
DOEPCFOF_02864	CDS	1074				hypothetical protein
DOEPCFOF_02865	CDS	555				hypothetical protein
DOEPCFOF_02866	CDS	873				hypothetical protein
DOEPCFOF_02867	CDS	228				hypothetical protein
DOEPCFOF_02868	CDS	486				hypothetical protein
DOEPCFOF_02869	CDS	1134				hypothetical protein
DOEPCFOF_02870	CDS	390				hypothetical protein
DOEPCFOF_02871	CDS	534				hypothetical protein
DOEPCFOF_02872	CDS	300				hypothetical protein
DOEPCFOF_02873	CDS	1935	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
DOEPCFOF_02874	CDS	696				hypothetical protein
DOEPCFOF_02875	CDS	366				hypothetical protein
DOEPCFOF_02876	CDS	741				hypothetical protein
DOEPCFOF_02877	CDS	354				hypothetical protein
DOEPCFOF_02878	CDS	513				hypothetical protein
DOEPCFOF_02879	CDS	429				hypothetical protein
