locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIBMANKB_00966	CDS	1242				hypothetical protein
PIBMANKB_00967	CDS	1287				hypothetical protein
PIBMANKB_00968	CDS	1026	celH	3.2.1.4	COG2730	Endoglucanase H
PIBMANKB_00969	CDS	1146	ydiK_1		COG0628	Putative transport protein YdiK
PIBMANKB_00970	CDS	456				hypothetical protein
PIBMANKB_00971	CDS	684	fixK_2		COG0664	Nitrogen fixation regulation protein FixK
PIBMANKB_00972	CDS	624	todT_3		COG4566	Response regulator protein TodT
PIBMANKB_00973	CDS	369	tmoT_2			Response regulator protein TmoT
PIBMANKB_00974	CDS	585				hypothetical protein
PIBMANKB_00975	CDS	885				hypothetical protein
PIBMANKB_00976	CDS	1689	aspT_1			Aspartate/alanine antiporter
PIBMANKB_00977	CDS	684				hypothetical protein
PIBMANKB_00978	CDS	1704			COG0659	putative sulfate transporter
PIBMANKB_00979	CDS	2754				hypothetical protein
PIBMANKB_00980	CDS	1701	aspT_2			Aspartate/alanine antiporter
PIBMANKB_00981	CDS	435				hypothetical protein
PIBMANKB_00982	CDS	822		2.7.4.1		Polyphosphate:ADP phosphotransferase 3
PIBMANKB_00983	CDS	456				hypothetical protein
PIBMANKB_00984	CDS	438				hypothetical protein
PIBMANKB_00985	CDS	1236	yiaV_1		COG1566	Inner membrane protein YiaV
PIBMANKB_00986	CDS	414				hypothetical protein
PIBMANKB_00987	CDS	1896	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
PIBMANKB_00988	CDS	981				hypothetical protein
PIBMANKB_00989	CDS	1713				hypothetical protein
PIBMANKB_00990	CDS	918				hypothetical protein
PIBMANKB_00991	CDS	426				hypothetical protein
PIBMANKB_00992	CDS	537				hypothetical protein
PIBMANKB_00993	CDS	2229				hypothetical protein
PIBMANKB_00994	CDS	963	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
PIBMANKB_00995	CDS	1215	ackA	2.7.2.1	COG0282	Acetate kinase
PIBMANKB_00996	CDS	789	fabI_2	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
PIBMANKB_00997	CDS	459		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
PIBMANKB_00998	CDS	651	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
PIBMANKB_00999	CDS	648	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
PIBMANKB_01000	CDS	603				hypothetical protein
PIBMANKB_01001	CDS	927	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PIBMANKB_01002	CDS	2508	metX_1	2.3.1.31		Homoserine O-acetyltransferase
PIBMANKB_01003	CDS	864	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PIBMANKB_01004	CDS	351				hypothetical protein
PIBMANKB_01005	CDS	3189	bepG			Efflux pump membrane transporter BepG
PIBMANKB_01006	CDS	1239	bepF_1			Efflux pump periplasmic linker BepF
PIBMANKB_01007	CDS	246				hypothetical protein
PIBMANKB_01008	CDS	309				hypothetical protein
PIBMANKB_01009	CDS	558				hypothetical protein
PIBMANKB_01010	CDS	1113	yhhJ		COG0842	Inner membrane transport permease YhhJ
PIBMANKB_01011	CDS	2751	rbbA		COG0842	Ribosome-associated ATPase
PIBMANKB_01012	CDS	1071				hypothetical protein
PIBMANKB_01013	CDS	486				hypothetical protein
PIBMANKB_01014	CDS	600				hypothetical protein
PIBMANKB_01015	CDS	1137				hypothetical protein
PIBMANKB_01016	CDS	237				hypothetical protein
PIBMANKB_01017	CDS	258				hypothetical protein
PIBMANKB_01018	CDS	711	ybhL_1		COG0670	Inner membrane protein YbhL
PIBMANKB_01019	CDS	504				hypothetical protein
PIBMANKB_01020	CDS	1209				hypothetical protein
PIBMANKB_01021	CDS	630	nreC_1		COG2197	Oxygen regulatory protein NreC
PIBMANKB_01022	CDS	636	nreC_2		COG2197	Oxygen regulatory protein NreC
PIBMANKB_01023	CDS	1092	hoxN_1			High-affinity nickel transport protein
PIBMANKB_01024	CDS	303	ureA2	3.5.1.5		Urease subunit gamma 2
PIBMANKB_01025	CDS	450	ureB_2	3.5.1.5	COG0832	Urease subunit beta
PIBMANKB_01026	CDS	1722	ureC	3.5.1.5	COG0804	Urease subunit alpha
PIBMANKB_01027	CDS	693	ureE			Urease accessory protein UreE
PIBMANKB_01028	CDS	720	ureF_2		COG0830	Urease accessory protein UreF
PIBMANKB_01029	CDS	645	ureG_2		COG0378	Urease accessory protein UreG
PIBMANKB_01030	CDS	951	ureD_2		COG0829	Urease accessory protein UreD
PIBMANKB_01031	CDS	1017			COG4413	Urea transporter
PIBMANKB_01032	CDS	1446				hypothetical protein
PIBMANKB_01033	CDS	735	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
PIBMANKB_01034	CDS	1041	cytR		COG1609	HTH-type transcriptional repressor CytR
PIBMANKB_01035	CDS	1299				hypothetical protein
PIBMANKB_01036	CDS	888	sugA_2		COG1175	Trehalose transport system permease protein SugA
PIBMANKB_01037	CDS	828	ycjP_1		COG0395	Inner membrane ABC transporter permease protein YcjP
PIBMANKB_01038	CDS	1005	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
PIBMANKB_01039	CDS	1074	ugpC_1	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
PIBMANKB_01040	CDS	960	yihV_2	2.7.1.184		Sulfofructose kinase
PIBMANKB_01041	CDS	1038	lacD2	4.1.2.40	COG3684	Tagatose 1,6-diphosphate aldolase 2
PIBMANKB_01042	CDS	1125	gci_2	5.5.1.27	COG4948	D-galactarolactone cycloisomerase
PIBMANKB_01043	CDS	369				hypothetical protein
PIBMANKB_01044	CDS	246				hypothetical protein
PIBMANKB_01045	CDS	180				hypothetical protein
PIBMANKB_01046	CDS	681	czcR			Transcriptional activator protein CzcR
PIBMANKB_01047	CDS	1497	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
PIBMANKB_01048	tRNA	86				tRNA-Arg(tcg)
PIBMANKB_01049	CDS	3183	czcA_3			Cobalt-zinc-cadmium resistance protein CzcA
PIBMANKB_01050	CDS	1272	macA_1		COG0845	Macrolide export protein MacA
PIBMANKB_01051	CDS	651				hypothetical protein
PIBMANKB_01052	CDS	2898				hypothetical protein
PIBMANKB_01053	CDS	228				hypothetical protein
PIBMANKB_01054	CDS	243				hypothetical protein
PIBMANKB_01055	CDS	282				hypothetical protein
PIBMANKB_01056	CDS	2880				hypothetical protein
PIBMANKB_01057	CDS	2865				hypothetical protein
PIBMANKB_01058	CDS	882				hypothetical protein
PIBMANKB_01059	CDS	1056	srpA_1	1.11.1.-	COG0753	Catalase-related peroxidase
PIBMANKB_01060	CDS	564	yceJ_1		COG3038	Cytochrome b561 
PIBMANKB_01061	CDS	501	mrgA		COG0783	Metalloregulation DNA-binding stress protein
PIBMANKB_01062	CDS	600				hypothetical protein
PIBMANKB_01063	CDS	837	fdhD_2		COG1526	Sulfur carrier protein FdhD
PIBMANKB_01064	CDS	663				hypothetical protein
PIBMANKB_01065	CDS	1437	fumC_1	4.2.1.2	COG0114	Fumarate hydratase class II
PIBMANKB_01066	CDS	405				hypothetical protein
PIBMANKB_01067	CDS	1539	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
PIBMANKB_01068	CDS	1401	cydA	1.10.3.14	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
PIBMANKB_01069	CDS	987	cydB	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
PIBMANKB_01070	CDS	1248	oxdD	4.1.1.2	COG2140	Oxalate decarboxylase OxdD
PIBMANKB_01071	CDS	2298	ydeP_1		COG0243	Protein YdeP
PIBMANKB_01072	CDS	1494	sasA_12	2.7.-.-		Adaptive-response sensory-kinase SasA
PIBMANKB_01073	CDS	417				hypothetical protein
PIBMANKB_01074	CDS	3144	mdtB_3		COG0841	Multidrug resistance protein MdtB
PIBMANKB_01075	CDS	1173	mdtA_6			Multidrug resistance protein MdtA
PIBMANKB_01076	CDS	528				hypothetical protein
PIBMANKB_01077	CDS	360				hypothetical protein
PIBMANKB_01078	CDS	786				hypothetical protein
PIBMANKB_01079	CDS	243				hypothetical protein
PIBMANKB_01080	CDS	1647	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
PIBMANKB_01081	CDS	318	mdcC			Malonate decarboxylase acyl carrier protein
PIBMANKB_01082	CDS	939	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
PIBMANKB_01083	CDS	723				hypothetical protein
PIBMANKB_01084	CDS	681	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
PIBMANKB_01085	CDS	882	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
PIBMANKB_01086	CDS	951				hypothetical protein
PIBMANKB_01087	CDS	939				hypothetical protein
PIBMANKB_01088	CDS	1017	rhaR_2			HTH-type transcriptional activator RhaR
PIBMANKB_01089	CDS	1296	aaeA_1			p-hydroxybenzoic acid efflux pump subunit AaeA
PIBMANKB_01090	CDS	204				hypothetical protein
PIBMANKB_01091	CDS	1842	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
PIBMANKB_01092	CDS	384	todT_4		COG4566	Response regulator protein TodT
PIBMANKB_01093	CDS	672	todT_5		COG4566	Response regulator protein TodT
PIBMANKB_01094	CDS	1878	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
PIBMANKB_01095	CDS	855	rhaR_3			HTH-type transcriptional activator RhaR
PIBMANKB_01096	CDS	324				hypothetical protein
PIBMANKB_01097	CDS	2688	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
PIBMANKB_01098	CDS	1047				hypothetical protein
PIBMANKB_01099	CDS	567				hypothetical protein
PIBMANKB_01100	CDS	591				hypothetical protein
PIBMANKB_01101	CDS	99				hypothetical protein
PIBMANKB_01102	CDS	189				hypothetical protein
PIBMANKB_01103	CDS	2448				hypothetical protein
PIBMANKB_01104	CDS	225				hypothetical protein
PIBMANKB_01105	CDS	1416				hypothetical protein
PIBMANKB_01106	CDS	1881				hypothetical protein
PIBMANKB_01107	CDS	156				hypothetical protein
PIBMANKB_01108	CDS	771				hypothetical protein
PIBMANKB_01109	CDS	1434	ltxD			Leukotoxin export protein LtxD
PIBMANKB_01110	CDS	2760	btuD_4	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
PIBMANKB_01111	CDS	1203				hypothetical protein
PIBMANKB_01112	CDS	1140	nifS_1	2.8.1.7	COG1104	Cysteine desulfurase NifS
PIBMANKB_01113	CDS	648				hypothetical protein
PIBMANKB_01114	CDS	513				hypothetical protein
PIBMANKB_01115	CDS	324	sugE_1		COG2076	Quaternary ammonium compound-resistance protein SugE
PIBMANKB_01116	CDS	678				hypothetical protein
PIBMANKB_01117	CDS	246				hypothetical protein
PIBMANKB_01118	CDS	1104	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
PIBMANKB_01119	CDS	1254	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
PIBMANKB_01120	CDS	1272				hypothetical protein
PIBMANKB_01121	CDS	405				hypothetical protein
PIBMANKB_01122	CDS	1695	mcpP		COG0840	Methyl-accepting chemotaxis protein McpP
PIBMANKB_01123	CDS	3810				hypothetical protein
PIBMANKB_01124	CDS	681		1.11.1.15		Peroxiredoxin
PIBMANKB_01125	CDS	1365				hypothetical protein
PIBMANKB_01126	CDS	1230				hypothetical protein
PIBMANKB_01127	CDS	912				hypothetical protein
PIBMANKB_01128	CDS	162				hypothetical protein
PIBMANKB_01129	CDS	1941	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PIBMANKB_01130	CDS	741	tagH	3.6.3.40		Teichoic acids export ATP-binding protein TagH
PIBMANKB_01131	CDS	1380	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PIBMANKB_01132	CDS	1281				hypothetical protein
PIBMANKB_01133	CDS	1236				hypothetical protein
PIBMANKB_01134	CDS	912	eamA_1		COG0697	putative amino-acid metabolite efflux pump
PIBMANKB_01135	CDS	876				hypothetical protein
PIBMANKB_01136	CDS	882	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
PIBMANKB_01137	CDS	969	prfB		COG1186	Peptide chain release factor RF2
PIBMANKB_01138	CDS	2511	mrcA		COG5009	Penicillin-binding protein 1A
PIBMANKB_01139	CDS	1296	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
PIBMANKB_01140	CDS	3111	rne	3.1.26.12		Ribonuclease E
PIBMANKB_01141	CDS	1233	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
PIBMANKB_01142	CDS	2082	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
PIBMANKB_01143	CDS	837				hypothetical protein
PIBMANKB_01144	CDS	885				hypothetical protein
PIBMANKB_01145	CDS	1335	dctA_1		COG1301	Aerobic C4-dicarboxylate transport protein
PIBMANKB_01146	CDS	612	bioY		COG1268	Biotin transporter BioY
PIBMANKB_01147	CDS	1188	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
PIBMANKB_01148	CDS	1404	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
PIBMANKB_01149	CDS	768				hypothetical protein
PIBMANKB_01150	CDS	771				hypothetical protein
PIBMANKB_01151	CDS	468	aroQ_1	4.2.1.10	COG0757	3-dehydroquinate dehydratase
PIBMANKB_01152	CDS	498	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
PIBMANKB_01153	CDS	1359	accC_1	6.3.4.14	COG0439	Biotin carboxylase
PIBMANKB_01154	CDS	1518	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
PIBMANKB_01155	CDS	441	rcp1			Response regulator rcp1
PIBMANKB_01156	CDS	1107	cheB_1	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
PIBMANKB_01157	CDS	681	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
PIBMANKB_01158	CDS	1038				hypothetical protein
PIBMANKB_01159	CDS	945	aes_1	3.1.1.-		Acetyl esterase
PIBMANKB_01160	CDS	1008				hypothetical protein
PIBMANKB_01161	CDS	789	ubiG_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
PIBMANKB_01162	CDS	939	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
PIBMANKB_01163	CDS	687	inhA	4.2.1.103		Isonitrile hydratase
PIBMANKB_01164	CDS	654				hypothetical protein
PIBMANKB_01165	CDS	408				hypothetical protein
PIBMANKB_01166	CDS	648				hypothetical protein
PIBMANKB_01167	CDS	1140				hypothetical protein
PIBMANKB_01168	CDS	414	ctrA_1			Cell cycle response regulator CtrA
PIBMANKB_01169	CDS	2250	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
PIBMANKB_01170	CDS	897	yijE_2			putative cystine transporter YijE
PIBMANKB_01171	CDS	3768				hypothetical protein
PIBMANKB_01172	CDS	705				hypothetical protein
PIBMANKB_01173	CDS	516				hypothetical protein
PIBMANKB_01174	CDS	999				hypothetical protein
PIBMANKB_01175	CDS	585				hypothetical protein
PIBMANKB_01176	CDS	1029				hypothetical protein
PIBMANKB_01177	CDS	282				hypothetical protein
PIBMANKB_01178	CDS	258				hypothetical protein
PIBMANKB_01179	CDS	537				hypothetical protein
PIBMANKB_01180	CDS	666				hypothetical protein
PIBMANKB_01181	CDS	408				hypothetical protein
PIBMANKB_01182	CDS	1407				hypothetical protein
PIBMANKB_01183	CDS	921				hypothetical protein
PIBMANKB_01184	CDS	483				hypothetical protein
PIBMANKB_01185	CDS	582	alkA_1		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
PIBMANKB_01186	CDS	147				hypothetical protein
PIBMANKB_01187	CDS	255				hypothetical protein
PIBMANKB_01188	CDS	180				hypothetical protein
PIBMANKB_01189	CDS	387				hypothetical protein
PIBMANKB_01190	CDS	1308				hypothetical protein
PIBMANKB_01191	CDS	870	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
PIBMANKB_01192	CDS	642	paiB_1		COG2808	Protease synthase and sporulation protein PAI 2
PIBMANKB_01193	CDS	645	slmA_1			Nucleoid occlusion factor SlmA
PIBMANKB_01194	CDS	666				hypothetical protein
PIBMANKB_01195	CDS	345	emrE		COG2076	Multidrug transporter EmrE
PIBMANKB_01196	CDS	570	betI_1			HTH-type transcriptional regulator BetI
PIBMANKB_01197	CDS	324				hypothetical protein
PIBMANKB_01198	CDS	180				hypothetical protein
PIBMANKB_01199	CDS	294				hypothetical protein
PIBMANKB_01200	CDS	279				hypothetical protein
PIBMANKB_01201	CDS	1017				hypothetical protein
PIBMANKB_01202	CDS	1923	mobA_1	1.14.13.23	COG0654	3-hydroxybenzoate 4-monooxygenase
PIBMANKB_01203	CDS	465	nicR_1		COG1846	HTH-type transcriptional repressor NicR
PIBMANKB_01204	CDS	432				hypothetical protein
PIBMANKB_01205	CDS	198				hypothetical protein
PIBMANKB_01206	CDS	654				hypothetical protein
PIBMANKB_01207	CDS	1020				hypothetical protein
PIBMANKB_01208	CDS	231				hypothetical protein
PIBMANKB_01209	CDS	786	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
PIBMANKB_01210	CDS	393				hypothetical protein
PIBMANKB_01211	CDS	1131				hypothetical protein
PIBMANKB_01212	CDS	252				hypothetical protein
PIBMANKB_01213	CDS	2097	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
PIBMANKB_01214	CDS	186				hypothetical protein
PIBMANKB_01215	CDS	282	minE		COG0851	Cell division topological specificity factor
PIBMANKB_01216	CDS	816	minD		COG2894	Septum site-determining protein MinD
PIBMANKB_01217	CDS	696	minC		COG0850	Septum site-determining protein MinC
PIBMANKB_01218	CDS	822	panB_1	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
PIBMANKB_01219	CDS	1005	ribY_2		COG0715	Riboflavin-binding protein RibY
PIBMANKB_01220	CDS	648	nicS_1			HTH-type transcriptional repressor NicS
PIBMANKB_01221	CDS	771	ribX_2			Riboflavin transport system permease protein RibX
PIBMANKB_01222	CDS	1038				hypothetical protein
PIBMANKB_01223	CDS	822				hypothetical protein
PIBMANKB_01224	CDS	1056				hypothetical protein
PIBMANKB_01225	CDS	774	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
PIBMANKB_01226	CDS	1092	takP_1		COG4663	Alpha-keto acid-binding periplasmic protein TakP
PIBMANKB_01227	CDS	549				hypothetical protein
PIBMANKB_01228	CDS	1857		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
PIBMANKB_01229	CDS	258				hypothetical protein
PIBMANKB_01230	CDS	1023				hypothetical protein
PIBMANKB_01231	CDS	438				hypothetical protein
PIBMANKB_01232	CDS	777	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
PIBMANKB_01233	CDS	483				hypothetical protein
PIBMANKB_01234	CDS	615			COG1309	putative HTH-type transcriptional regulator
PIBMANKB_01235	CDS	786	mhpD_2	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
PIBMANKB_01236	CDS	2082				hypothetical protein
PIBMANKB_01237	CDS	591				hypothetical protein
PIBMANKB_01238	CDS	948	rhaS_2			HTH-type transcriptional activator RhaS
PIBMANKB_01239	CDS	1065				hypothetical protein
PIBMANKB_01240	CDS	321				hypothetical protein
PIBMANKB_01241	CDS	1119				hypothetical protein
PIBMANKB_01242	CDS	678	cnbA_1	1.7.1.16		Chloronitrobenzene nitroreductase
PIBMANKB_01243	CDS	963	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
PIBMANKB_01244	CDS	249				hypothetical protein
PIBMANKB_01245	CDS	1146	ansZ	3.5.1.1	COG0252	L-asparaginase 2
PIBMANKB_01246	CDS	876				hypothetical protein
PIBMANKB_01247	CDS	1662				hypothetical protein
PIBMANKB_01248	CDS	978				hypothetical protein
PIBMANKB_01249	CDS	1017	mmcR	2.1.1.316		Mitomycin biosynthesis 6-O-methyltransferase
PIBMANKB_01250	CDS	270				hypothetical protein
PIBMANKB_01251	CDS	1113				hypothetical protein
PIBMANKB_01252	CDS	495				hypothetical protein
PIBMANKB_01253	CDS	984				hypothetical protein
PIBMANKB_01254	CDS	408				hypothetical protein
PIBMANKB_01255	CDS	1728	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
PIBMANKB_01256	CDS	216				hypothetical protein
PIBMANKB_01257	CDS	3192	cusA_2		COG3696	Cation efflux system protein CusA
PIBMANKB_01258	CDS	1449				hypothetical protein
PIBMANKB_01259	CDS	408				hypothetical protein
PIBMANKB_01260	CDS	360				hypothetical protein
PIBMANKB_01261	CDS	225				hypothetical protein
PIBMANKB_01262	CDS	264				hypothetical protein
PIBMANKB_01263	CDS	255				hypothetical protein
PIBMANKB_01264	CDS	549	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
PIBMANKB_01265	CDS	483				hypothetical protein
PIBMANKB_01266	CDS	576	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
PIBMANKB_01267	CDS	1098	ada_3		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
PIBMANKB_01268	CDS	453				hypothetical protein
PIBMANKB_01269	CDS	1200	nicC	1.14.13.114	COG0654	6-hydroxynicotinate 3-monooxygenase
PIBMANKB_01270	CDS	1200				hypothetical protein
PIBMANKB_01271	CDS	1593				hypothetical protein
PIBMANKB_01272	CDS	330				hypothetical protein
PIBMANKB_01273	CDS	873	dmlR_3			HTH-type transcriptional regulator DmlR
PIBMANKB_01274	CDS	429				hypothetical protein
PIBMANKB_01275	CDS	477				hypothetical protein
PIBMANKB_01276	CDS	762	baiA_1	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
PIBMANKB_01277	CDS	1776				hypothetical protein
PIBMANKB_01278	CDS	1752			COG0659	putative sulfate transporter
PIBMANKB_01279	CDS	1194				hypothetical protein
PIBMANKB_01280	CDS	1746				hypothetical protein
PIBMANKB_01281	CDS	324				hypothetical protein
PIBMANKB_01282	CDS	1083				hypothetical protein
PIBMANKB_01283	CDS	1323	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
PIBMANKB_01284	CDS	1266	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
PIBMANKB_01285	CDS	711				hypothetical protein
PIBMANKB_01286	CDS	150				hypothetical protein
PIBMANKB_01287	CDS	459				hypothetical protein
PIBMANKB_01288	CDS	819				hypothetical protein
PIBMANKB_01289	CDS	684	ais_1	5.3.3.7		Aconitate isomerase
PIBMANKB_01290	CDS	702				hypothetical protein
PIBMANKB_01291	CDS	1035	glnII	6.3.1.2	COG0174	Glutamine synthetase
PIBMANKB_01292	CDS	204				hypothetical protein
PIBMANKB_01293	CDS	381				hypothetical protein
PIBMANKB_01294	CDS	759	iphP	3.1.3.48		Tyrosine-protein phosphatase
PIBMANKB_01295	CDS	792				hypothetical protein
PIBMANKB_01296	CDS	681	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
PIBMANKB_01297	CDS	348				hypothetical protein
PIBMANKB_01298	CDS	687				hypothetical protein
PIBMANKB_01299	CDS	306				hypothetical protein
PIBMANKB_01300	CDS	612				hypothetical protein
PIBMANKB_01301	CDS	399		3.1.2.-	COG2050	Putative esterase
PIBMANKB_01302	CDS	816	btuF			Vitamin B12-binding protein
PIBMANKB_01303	CDS	1203	kynU	3.7.1.3		Kynureninase
PIBMANKB_01304	CDS	840	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
PIBMANKB_01305	CDS	810				hypothetical protein
PIBMANKB_01306	CDS	1278	ylmB	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
PIBMANKB_01307	CDS	726				hypothetical protein
PIBMANKB_01308	CDS	1470	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
PIBMANKB_01309	CDS	246				hypothetical protein
PIBMANKB_01310	CDS	366				hypothetical protein
PIBMANKB_01311	CDS	162				hypothetical protein
PIBMANKB_01312	CDS	204				hypothetical protein
PIBMANKB_01313	CDS	549				hypothetical protein
PIBMANKB_01314	CDS	1686				hypothetical protein
PIBMANKB_01315	CDS	570				hypothetical protein
PIBMANKB_01316	CDS	1014				hypothetical protein
PIBMANKB_01317	CDS	519				hypothetical protein
PIBMANKB_01318	CDS	2022	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
PIBMANKB_01319	CDS	453				hypothetical protein
PIBMANKB_01320	CDS	2310	dme	1.1.1.39	COG0280	NAD-dependent malic enzyme
PIBMANKB_01321	CDS	1968				hypothetical protein
PIBMANKB_01322	CDS	1941	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
PIBMANKB_01323	CDS	1473				hypothetical protein
PIBMANKB_01324	CDS	852	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PIBMANKB_01325	CDS	951				hypothetical protein
PIBMANKB_01326	CDS	870	lacG			Lactose transport system permease protein LacG
PIBMANKB_01327	CDS	1332	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
PIBMANKB_01328	CDS	822				hypothetical protein
PIBMANKB_01329	CDS	885				hypothetical protein
PIBMANKB_01330	CDS	1098	potA_1	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
PIBMANKB_01331	CDS	1140				hypothetical protein
PIBMANKB_01332	CDS	735	lutR_1		COG2186	HTH-type transcriptional regulator LutR
PIBMANKB_01333	CDS	990	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
PIBMANKB_01334	CDS	900	dmlR_4			HTH-type transcriptional regulator DmlR
PIBMANKB_01335	CDS	1149	rnd_1	3.1.13.5	COG0349	Ribonuclease D
PIBMANKB_01336	CDS	1383	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
PIBMANKB_01337	CDS	1341	mhbT			3-hydroxybenzoate transporter MhbT
PIBMANKB_01338	CDS	720	kipR		COG1414	HTH-type transcriptional regulator KipR
PIBMANKB_01339	CDS	1617	mhpA_1	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
PIBMANKB_01340	CDS	564				hypothetical protein
PIBMANKB_01341	CDS	621				hypothetical protein
PIBMANKB_01342	CDS	612				hypothetical protein
PIBMANKB_01343	CDS	1041				hypothetical protein
PIBMANKB_01344	CDS	1158				hypothetical protein
PIBMANKB_01345	CDS	207	cspA_2		COG1278	Cold shock protein CspA
PIBMANKB_01346	CDS	654	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
PIBMANKB_01347	CDS	1074	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
PIBMANKB_01348	CDS	543	pgsA_1	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
PIBMANKB_01349	CDS	678				hypothetical protein
PIBMANKB_01350	CDS	2208	ppk	2.7.4.1	COG0855	Polyphosphate kinase
PIBMANKB_01351	CDS	1503	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
PIBMANKB_01352	CDS	573				hypothetical protein
PIBMANKB_01353	CDS	1302				hypothetical protein
PIBMANKB_01354	CDS	3360				hypothetical protein
PIBMANKB_01355	CDS	1050				hypothetical protein
